freq;frf;gradient x;gradient y;gradient z;gradient R
10.0;72.19436929523113;0.00025450386180779277;6.563554025712139e-05;-0.0001993558813221861;0.0033128827865290854
10.476190476190476;72.50527032791261;0.00030814796924803127;7.699220345196987e-05;-0.00023901416323768765;0.0037003181115740228
10.952380952380953;72.83628834196409;0.0003740549005668306;9.03044843024433e-05;-0.0002871217957859519;0.004160442328990836
11.428571428571429;73.1885054333369;0.00045555004269749825;0.000105954610054271;-0.0003458274779946242;0.0047102892255427645
11.904761904761905;73.5631499795904;0.0005570317072613438;0.00012441022883198188;-0.00041793673238631717;0.0053718696892855146
12.380952380952381;73.96162231341053;0.0006843788128530072;0.0001462452683647261;-0.0005071503534516698;0.006173924346999737
12.857142857142858;74.38552650883713;0.0008455398906701744;0.00017216595939044591;-0.000618404976208824;0.007154411157593737
13.333333333333332;74.83671010222244;0.001051397205959247;0.00020304298173904448;-0.0007583669539591125;0.008364090687141876
13.80952380952381;75.31731423823219;0.0013170559466930008;0.0002399504315316518;-0.0009361605918183246;0.009871780861554288
14.285714285714285;75.82983769492114;0.0016638033716376056;0.00028421139619490634;-0.001164461810130041;0.01177220197879794
14.761904761904763;76.37721965659237;0.0021221473454431806;0.00033744752921912;-0.0014611742389632712;0.01419792994837983
15.238095238095237;76.96294822090562;0.0027366367606220317;0.0004016243088809184;-0.001852056433144738;0.017338026070879548
15.714285714285714;77.59120486671907;0.003573704524893986;0.00047907055258354886;-0.002374944957342064;0.02146781627097331
16.19047619047619;78.26706018791162;0.0047347963422183365;0.000572420877321947;-0.0030867379132061604;0.026997866202649646
16.666666666666664;78.99674437959605;0.006379067455611286;0.0006843610558445769;-0.004075320620939518;0.034557166147157925
17.142857142857142;79.7880295550728;0.008764093504445989;0.0008168944764376371;-0.005480694129621578;0.045139730734770366
17.61904761904762;80.65078436368299;0.01232207024241381;0.0009694541894754022;-0.0075340343664637285;0.0603742055446432
18.095238095238095;81.59780330898738;0.01780972216974633;0.0011341820359803765;-0.010633581353357409;0.08304502548075375
18.57142857142857;82.64609198104047;0.026621168613280802;0.0012839885550079966;-0.015501050956761608;0.1181611667991146
19.047619047619047;83.81894614056344;0.041489151351765986;0.0013411422594443987;-0.02352781265514414;0.17530988255539331
19.523809523809526;85.14949611916256;0.0682011618563726;0.0010890814365429227;-0.037611428041205465;0.27431680455326884
20.0;86.68715966878099;0.12029458685519617;-9.970191658263402e-05;-0.06441528819921154;0.4604612291508776
20.476190476190474;88.51043140140136;0.233929953744954;-0.004223326530204112;-0.12143481175967329;0.8518287902316178
20.952380952380953;90.75530852565805;0.5256106589585469;-0.018756075474494673;-0.2640614804017125;1.819807427351392
21.428571428571427;93.68975282346078;1.4959029998429543;-0.08029824721157433;-0.7260723695251379;4.9214909176823065
21.904761904761905;97.96655912285954;6.732622383871686;-0.4842412886581339;-3.1520446962598094;21.037335945624875
22.38095238095238;106.00729806341653;105.2870148022235;-9.443390690132064;-47.53565578622825;312.8765085371978
22.857142857142854;109.36168542623285;-319.48423245789047;36.26154850205584;137.13214005800148;-887.2907377465631
23.333333333333332;99.71073920992839;-13.595123481611417;1.7810166029408099;5.614206788044634;-35.908485792201176
23.80952380952381;95.24981363328496;-3.0414845208407675;0.45760653830187026;1.2013171809931167;-7.591783177882691
24.285714285714285;92.40925928024751;-1.1835520596014268;0.20155924375487105;0.44591806341182366;-2.7857953389865138
24.76190476190476;90.35378985219708;-0.6037599552843763;0.11491718360716008;0.2164663047744196;-1.3376086571828463
25.238095238095237;88.76303187313741;-0.3619312777339184;0.07616424178173369;0.12321156436051817;-0.7534312822215167
25.714285714285715;87.48014346505572;-0.24168603388942972;0.05570450928492639;0.07797053349670247;-0.4720053911927447
